results	results	100.000	474071	2	0	45886	519956	959669	485599	0.0	8.549e+05
results	results	99.995	421547	7	2	2000800	2422345	1920816	1499285	0.0	7.601e+05
results	results	99.999	371002	4	0	1319306	1690307	2698312	2327311	0.0	6.690e+05
results	results	99.997	333964	9	0	639692	973655	365865	31902	0.0	6.022e+05
results	results	100.000	313743	0	0	1005530	1319272	1499288	1185546	0.0	5.658e+05
results	results	99.999	310104	4	0	1690341	2000444	3008415	2698312	0.0	5.592e+05
results	results	99.998	227911	2	2	3605180	3833090	3008414	3236322	0.0	4.110e+05
results	results	100.000	220411	0	0	2678185	2898595	2141528	1921118	0.0	3.975e+05
results	results	99.996	180465	1	1	3119157	3299621	3457935	3638392	0.0	3.254e+05
results	results	99.999	180188	2	0	3299654	3479841	3638493	3818680	0.0	3.249e+05
results	results	99.999	164968	2	0	4058859	4223826	3983648	3818681	0.0	2.975e+05
results	results	99.995	162970	8	0	3833125	3996094	959670	1122639	0.0	2.939e+05
results	results	99.999	125122	1	0	3479996	3605117	4136901	4262022	0.0	2.256e+05
results	results	99.998	122786	3	0	2492333	2615118	2327311	2204526	0.0	2.214e+05
results	results	99.988	119958	14	0	519961	639918	485503	365546	0.0	2.163e+05
results	results	99.999	116666	1	0	2898630	3015295	3454954	3338289	0.0	2.104e+05
results	results	99.999	101542	1	0	4224053	4325594	4136901	4035360	0.0	1.831e+05
results	results	99.996	100539	4	0	3015417	3115955	3338189	3237651	0.0	1.813e+05
results	results	100.000	89032	0	0	4325860	4414891	4351054	4262023	0.0	1.606e+05
results	results	100.000	77111	0	0	4415104	4492214	4508385	4431275	0.0	1.391e+05
results	results	99.968	63082	6	1	2615117	2678198	2204427	2141360	0.0	1.137e+05
results	results	99.976	62956	9	1	3995880	4058829	1122341	1185296	0.0	1.135e+05
results	results	99.996	56919	2	0	2422419	2479337	4565742	4622660	0.0	1.026e+05
results	results	100.000	51727	0	0	4492360	4544086	4035370	3983644	0.0	93284
results	results	100.000	45853	0	0	1	45853	4668506	4622654	0.0	82691
results	results	99.993	45702	3	0	4544145	4589846	4718623	4672922	0.0	82405
results	results	99.997	32850	1	0	4590619	4623468	4751463	4718614	0.0	59237
results	results	99.991	31803	3	0	973766	1005568	31803	1	0.0	57340
results	results	99.985	26239	1	1	4650958	4677196	4751574	4777809	0.0	47300
results	results	99.982	16481	2	1	4623533	4640012	4351050	4367530	0.0	29705
results	results	99.994	16150	1	0	4677219	4693368	4394400	4378251	0.0	29121
results	results	100.000	15559	0	0	4693477	4709035	4399129	4414687	0.0	28059
results	results	99.935	10755	7	0	4640059	4650813	4367507	4378261	0.0	19364
results	results	100.000	10190	0	0	2480186	2490375	4787990	4777801	0.0	18377
results	results	100.000	7662	0	0	4709036	4716697	4423613	4431274	0.0	13818
results	results	100.000	6131	0	0	4729872	4736002	4801598	4795468	0.0	11057
results	results	100.000	5619	0	0	4716716	4722334	4795467	4789849	0.0	10134
results	results	100.000	4355	0	0	4736036	4740390	4811695	4807341	0.0	7854
results	results	100.000	4167	0	0	4740459	4744625	4672921	4668755	0.0	7515
results	results	100.000	2982	0	0	3116135	3119116	3455031	3458012	0.0	5378
results	results	76.292	5281	1197	25	764094	769345	22832	28086	0.0	3817
results	results	76.292	5281	1197	25	977483	982737	236212	241463	0.0	3817
results	results	99.950	1994	0	1	4755890	4757882	4420766	4418773	0.0	3589
results	results	99.950	1993	0	1	4755890	4757881	4396282	4394290	0.0	3587
results	results	100.000	1784	0	0	4759739	4761522	4789849	4788066	0.0	3218
results	results	100.000	1746	0	0	4757993	4759738	4396269	4398014	0.0	3149
results	results	100.000	1746	0	0	4757993	4759738	4420753	4422498	0.0	3149
results	results	100.000	1697	0	0	4763229	4764925	4811695	4813391	0.0	3061
results	results	96.469	1756	52	4	2490298	2492052	3235905	3237651	0.0	2879
results	results	100.000	1570	0	0	4754175	4755744	4813392	4814961	0.0	2832
results	results	94.131	1755	102	1	4588615	4590368	3235896	3237650	0.0	2698
results	results	75.470	3938	944	16	4497562	4501489	248627	252552	0.0	2695
results	results	75.470	3938	944	16	753005	756930	4026241	4030168	0.0	2695
results	results	100.000	1336	0	0	4764926	4766261	4397904	4399239	0.0	2410
results	results	100.000	1336	0	0	4764926	4766261	4422388	4423723	0.0	2410
results	results	71.327	4663	1213	53	3372521	3377121	3710163	3714763	0.0	2255
results	results	71.327	4663	1213	53	3371324	3375924	3711360	3715960	0.0	2255
results	results	71.949	4171	1101	23	4545325	4549437	1711679	1707520	0.0	2206
results	results	71.949	4171	1101	23	2209937	2214096	4717443	4713331	0.0	2206
results	results	100.000	1147	0	0	4767522	4768668	4815175	4816321	0.0	2069
results	results	68.798	5256	1543	47	3371921	3377129	3710163	3715368	0.0	1961
results	results	68.798	5256	1543	47	3371324	3376529	3710760	3715968	0.0	1961
results	results	91.630	1374	107	4	3603755	3605121	4352422	4351050	0.0	1949
results	results	91.673	1369	107	3	4623537	4624904	4262022	4260660	0.0	1948
results	results	99.806	1029	2	0	4768667	4769695	4818400	4817372	0.0	1847
results	results	91.633	1231	94	2	2490299	2491529	4674143	4672922	0.0	1755
results	results	74.435	2789	655	30	3374315	3377077	3710160	3712916	0.0	1733
results	results	74.435	2789	655	30	3371321	3374077	3713154	3715916	0.0	1733
results	results	90.736	1209	111	1	4222350	4223557	2777546	2778754	0.0	1673
results	results	90.736	1209	111	1	1920002	1921210	3818950	3820157	0.0	1673
results	results	87.470	1261	113	7	3596551	3597781	1281574	1280329	0.0	1572
results	results	87.470	1261	113	7	1223244	1224489	4253456	4254686	0.0	1572
results	results	77.121	2063	398	34	4003509	4005534	322677	324702	0.0	1507
results	results	77.121	2063	398	34	680855	682880	1132001	1129976	0.0	1507
results	results	100.000	820	0	0	4770664	4771483	4414577	4415396	0.0	1480
results	results	79.275	1655	338	3	3430656	3432307	353833	355485	0.0	1430
results	results	79.275	1655	338	3	650072	651724	3771146	3769495	0.0	1430
results	results	69.661	3418	964	32	3373715	3377097	3710760	3714139	0.0	1411
results	results	69.661	3418	964	32	3371921	3375300	3712554	3715936	0.0	1411
results	results	97.704	784	16	2	2049985	2050767	1281100	1280318	0.0	1326
results	results	97.704	784	16	2	1223718	1224500	1871631	1870849	0.0	1326
results	results	68.680	3576	1062	30	3373558	3377107	3710006	3713549	0.0	1317
results	results	68.680	3576	1062	30	3371167	3374710	3712397	3715946	0.0	1317
results	results	73.099	2249	580	14	1423532	1425769	1140086	1137852	0.0	1288
results	results	73.099	2249	580	14	4011385	4013619	2591849	2594086	0.0	1288
results	results	91.264	870	75	1	1085713	1086581	1184313	1183444	0.0	1223
results	results	91.264	870	75	1	4056977	4057846	1418237	1419105	0.0	1223
results	results	100.000	658	0	0	4753498	4754155	4819057	4818400	0.0	1187
results	results	83.607	1098	168	4	1090210	1091296	1394997	1393901	0.0	1162
results	results	83.607	1098	168	4	1109821	1110917	1414608	1413522	0.0	1162
results	results	71.049	2259	634	8	682348	684590	320675	318421	0.0	1108
results	results	71.049	2259	634	8	684882	687136	323209	320967	0.0	1108
results	results	72.723	1965	516	10	3064288	3066242	2421873	2423827	0.0	1101
results	results	72.774	1965	515	11	1593791	1595745	3287364	3289318	0.0	1101
results	results	99.836	608	1	0	4772762	4773369	4816410	4817017	0.0	1093
results	results	67.120	3674	1066	58	1006258	1009873	282725	286314	0.0	1047
results	results	67.120	3674	1066	58	719243	722832	1494945	1498560	0.0	1047
results	results	83.350	997	158	5	1079236	1080225	1414089	1413094	0.0	1035
